DEPARTURES_SCHEDULED,DEPARTURES_PERFORMED,SEATS,AIRLINE_ID,CARRIER_NAME,CARRIER_GROUP,CARRIER_GROUP_NEW,YEAR,MONTH
54.0,52.0,2600.0,20500,GoJet Airlines LLC d/b/a United Express,2,2,2024,3
123.0,121.0,6050.0,20500,GoJet Airlines LLC d/b/a United Express,2,2,2024,1
123.0,121.0,6050.0,20500,GoJet Airlines LLC d/b/a United Express,2,2,2024,1
82.0,80.0,4000.0,20500,GoJet Airlines LLC d/b/a United Express,2,2,2024,1
62.0,60.0,3000.0,20500,GoJet Airlines LLC d/b/a United Express,2,2,2024,1
30.0,29.0,1450.0,20500,GoJet Airlines LLC d/b/a United Express,2,2,2024,4
54.0,53.0,2650.0,20500,GoJet Airlines LLC d/b/a United Express,2,2,2024,1
54.0,53.0,2650.0,20500,GoJet Airlines LLC d/b/a United Express,2,2,2024,1
62.0,60.0,3000.0,20500,GoJet Airlines LLC d/b/a United Express,2,2,2024,3
22.0,20.0,1000.0,20500,GoJet Airlines LLC d/b/a United Express,2,2,2024,4
228.0,219.0,10950.0,20500,GoJet Airlines LLC d/b/a United Express,2,2,2024,2
228.0,220.0,11000.0,20500,GoJet Airlines LLC d/b/a United Express,2,2,2024,2
52.0,51.0,2550.0,20500,GoJet Airlines LLC d/b/a United Express,2,2,2024,4
45.0,43.0,2150.0,20500,GoJet Airlines LLC d/b/a United Express,2,2,2024,2
28.0,27.0,1350.0,20500,GoJet Airlines LLC d/b/a United Express,2,2,2024,3
60.0,59.0,2950.0,20500,GoJet Airlines LLC d/b/a United Express,2,2,2024,4
51.0,48.0,2400.0,20500,GoJet Airlines LLC d/b/a United Express,2,2,2024,2
39.0,36.0,234.0,20455,Grant Aviation,1,5,2024,1
10.0,9.0,46.0,20455,Grant Aviation,1,5,2024,1
10.0,9.0,51.0,20455,Grant Aviation,1,5,2024,1
10.0,9.0,55.0,20455,Grant Aviation,1,5,2024,2
27.0,23.0,155.0,20455,Grant Aviation,1,5,2024,3
49.0,48.0,405.0,20455,Grant Aviation,1,5,2024,1
39.0,37.0,234.0,20455,Grant Aviation,1,5,2024,2
17.0,16.0,153.0,20455,Grant Aviation,1,5,2024,3
17.0,16.0,88.0,20455,Grant Aviation,1,5,2024,1
30.0,29.0,270.0,20455,Grant Aviation,1,5,2024,3
11.0,9.0,57.0,20455,Grant Aviation,1,5,2024,1
13.0,12.0,73.0,20455,Grant Aviation,1,5,2024,2
13.0,12.0,77.0,20455,Grant Aviation,1,5,2024,4
13.0,12.0,72.0,20455,Grant Aviation,1,5,2024,4
13.0,11.0,77.0,20455,Grant Aviation,1,5,2024,4
11.0,9.0,66.0,20455,Grant Aviation,1,5,2024,2
99.0,98.0,572.0,20455,Grant Aviation,1,5,2024,4
687.0,683.0,6183.0,20455,Grant Aviation,1,5,2024,4
690.0,685.0,6201.0,20455,Grant Aviation,1,5,2024,4
685.0,680.0,6130.0,20455,Grant Aviation,1,5,2024,3
2.0,1.0,9.0,20455,Grant Aviation,1,5,2024,2
2.0,1.0,10.0,20455,Grant Aviation,1,5,2024,2
2.0,1.0,10.0,20455,Grant Aviation,1,5,2024,3
2.0,1.0,10.0,20455,Grant Aviation,1,5,2024,1
7.0,6.0,35.0,20455,Grant Aviation,1,5,2024,1
7.0,6.0,63.0,20455,Grant Aviation,1,5,2024,2
2.0,1.0,14.0,20455,Grant Aviation,1,5,2024,1
684.0,680.0,6131.0,20455,Grant Aviation,1,5,2024,3
40.0,39.0,240.0,20455,Grant Aviation,1,5,2024,3
40.0,39.0,240.0,20455,Grant Aviation,1,5,2024,2
476.0,475.0,4248.0,20455,Grant Aviation,1,5,2024,2
477.0,476.0,4258.0,20455,Grant Aviation,1,5,2024,2
497.0,495.0,4464.0,20455,Grant Aviation,1,5,2024,1
498.0,496.0,4446.0,20455,Grant Aviation,1,5,2024,1
11.0,10.0,55.0,20455,Grant Aviation,1,5,2024,3
4.0,3.0,21.0,20455,Grant Aviation,1,5,2024,1
11.0,10.0,90.0,20455,Grant Aviation,1,5,2024,2
11.0,10.0,64.0,20455,Grant Aviation,1,5,2024,3
11.0,10.0,59.0,20455,Grant Aviation,1,5,2024,2
11.0,10.0,55.0,20455,Grant Aviation,1,5,2024,1
11.0,10.0,88.0,20455,Grant Aviation,1,5,2024,4
25.0,24.0,136.0,20455,Grant Aviation,1,5,2024,3
102.0,101.0,855.0,20455,Grant Aviation,1,5,2024,1
24.0,23.0,120.0,20455,Grant Aviation,1,5,2024,1
24.0,23.0,141.0,20455,Grant Aviation,1,5,2024,4
24.0,23.0,139.0,20455,Grant Aviation,1,5,2024,4
25.0,22.0,136.0,20455,Grant Aviation,1,5,2024,2
25.0,20.0,141.0,20455,Grant Aviation,1,5,2024,4
24.0,20.0,137.0,20455,Grant Aviation,1,5,2024,3
101.0,100.0,583.0,20455,Grant Aviation,1,5,2024,4
34.0,33.0,263.0,20455,Grant Aviation,1,5,2024,2
34.0,33.0,263.0,20455,Grant Aviation,1,5,2024,2
22.0,21.0,125.0,20455,Grant Aviation,1,5,2024,2
21.0,20.0,123.0,20455,Grant Aviation,1,5,2024,3
19.0,18.0,169.0,20455,Grant Aviation,1,5,2024,2
39.0,38.0,351.0,20455,Grant Aviation,1,5,2024,4
3.0,2.0,17.0,20455,Grant Aviation,1,5,2024,4
3.0,2.0,17.0,20455,Grant Aviation,1,5,2024,2
3.0,2.0,27.0,20455,Grant Aviation,1,5,2024,2
3.0,2.0,27.0,20455,Grant Aviation,1,5,2024,2
27.0,26.0,194.0,20455,Grant Aviation,1,5,2024,1
130.0,129.0,780.0,20455,Grant Aviation,1,5,2024,3
27.0,26.0,194.0,20455,Grant Aviation,1,5,2024,1
18.0,16.0,108.0,20455,Grant Aviation,1,5,2024,4
14.0,13.0,84.0,20455,Grant Aviation,1,5,2024,3
18.0,17.0,101.0,20455,Grant Aviation,1,5,2024,4
20.0,19.0,110.0,20455,Grant Aviation,1,5,2024,4
36.0,35.0,324.0,20455,Grant Aviation,1,5,2024,4
47.0,44.0,282.0,20455,Grant Aviation,1,5,2024,1
132.0,130.0,792.0,20455,Grant Aviation,1,5,2024,2
134.0,133.0,804.0,20455,Grant Aviation,1,5,2024,2
137.0,135.0,822.0,20455,Grant Aviation,1,5,2024,1
139.0,137.0,834.0,20455,Grant Aviation,1,5,2024,1
5.0,4.0,27.0,20455,Grant Aviation,1,5,2024,4
5.0,4.0,30.0,20455,Grant Aviation,1,5,2024,4
5.0,4.0,45.0,20455,Grant Aviation,1,5,2024,1
12.0,11.0,57.0,20455,Grant Aviation,1,5,2024,1
12.0,11.0,72.0,20455,Grant Aviation,1,5,2024,2
12.0,10.0,72.0,20455,Grant Aviation,1,5,2024,4
12.0,10.0,66.0,20455,Grant Aviation,1,5,2024,2
12.0,10.0,71.0,20455,Grant Aviation,1,5,2024,4
41.0,36.0,241.0,20455,Grant Aviation,1,5,2024,4
29.0,28.0,261.0,20455,Grant Aviation,1,5,2024,3
19.0,16.0,114.0,20455,Grant Aviation,1,5,2024,1
26.0,23.0,138.0,20455,Grant Aviation,1,5,2024,2
26.0,25.0,135.0,20455,Grant Aviation,1,5,2024,1
51.0,49.0,423.0,20455,Grant Aviation,1,5,2024,3
6.0,4.0,34.0,20455,Grant Aviation,1,5,2024,3
6.0,4.0,32.0,20455,Grant Aviation,1,5,2024,2
6.0,4.0,36.0,20455,Grant Aviation,1,5,2024,3
6.0,5.0,33.0,20455,Grant Aviation,1,5,2024,2
6.0,5.0,31.0,20455,Grant Aviation,1,5,2024,1
6.0,5.0,32.0,20455,Grant Aviation,1,5,2024,1
6.0,5.0,46.0,20455,Grant Aviation,1,5,2024,2
6.0,5.0,54.0,20455,Grant Aviation,1,5,2024,1
8.0,7.0,72.0,20455,Grant Aviation,1,5,2024,3
8.0,7.0,72.0,20455,Grant Aviation,1,5,2024,3
15.0,13.0,87.0,20455,Grant Aviation,1,5,2024,3
8.0,7.0,45.0,20455,Grant Aviation,1,5,2024,2
8.0,7.0,72.0,20455,Grant Aviation,1,5,2024,4
8.0,7.0,72.0,20455,Grant Aviation,1,5,2024,1
29.0,28.0,252.0,20455,Grant Aviation,1,5,2024,2
69.0,68.0,621.0,20455,Grant Aviation,1,5,2024,2
9.0,6.0,54.0,20455,Grant Aviation,1,5,2024,1
118.0,116.0,683.0,20455,Grant Aviation,1,5,2024,4
129.0,127.0,774.0,20455,Grant Aviation,1,5,2024,3
119.0,117.0,688.0,20455,Grant Aviation,1,5,2024,4
32.0,31.0,279.0,20455,Grant Aviation,1,5,2024,2
43.0,38.0,253.0,20455,Grant Aviation,1,5,2024,4
15.0,14.0,90.0,20455,Grant Aviation,1,5,2024,3
9.0,8.0,46.0,20455,Grant Aviation,1,5,2024,1
9.0,8.0,48.0,20455,Grant Aviation,1,5,2024,2
29.0,27.0,144.0,20455,Grant Aviation,1,5,2024,1
15.0,14.0,79.0,20455,Grant Aviation,1,5,2024,3
9.0,8.0,70.0,20455,Grant Aviation,1,5,2024,3
43.0,41.0,344.0,20455,Grant Aviation,1,5,2024,3
43.0,42.0,258.0,20455,Grant Aviation,1,5,2024,3
15.0,14.0,135.0,20455,Grant Aviation,1,5,2024,4
30.0,29.0,8062.0,19690,Hawaiian Airlines Inc.,3,3,2024,4
92.0,87.0,24186.0,19690,Hawaiian Airlines Inc.,3,3,2024,3
12.0,7.0,1323.0,19690,Hawaiian Airlines Inc.,3,3,2024,1
94.0,92.0,25576.0,19690,Hawaiian Airlines Inc.,3,3,2024,1
29.0,27.0,7506.0,19690,Hawaiian Airlines Inc.,3,3,2024,2
3.0,2.0,556.0,19690,Hawaiian Airlines Inc.,3,3,2024,3
393.0,392.0,50176.0,19690,Hawaiian Airlines Inc.,3,3,2024,3
14.0,13.0,2457.0,19690,Hawaiian Airlines Inc.,3,3,2024,2
29.0,28.0,7784.0,19690,Hawaiian Airlines Inc.,3,3,2024,2
29.0,28.0,7784.0,19690,Hawaiian Airlines Inc.,3,3,2024,2
407.0,401.0,51328.0,19690,Hawaiian Airlines Inc.,3,3,2024,1
29.0,28.0,7784.0,19690,Hawaiian Airlines Inc.,3,3,2024,2
29.0,28.0,7784.0,19690,Hawaiian Airlines Inc.,3,3,2024,2
22.0,20.0,3780.0,19690,Hawaiian Airlines Inc.,3,3,2024,1
29.0,28.0,7784.0,19690,Hawaiian Airlines Inc.,3,3,2024,2
29.0,28.0,7784.0,19690,Hawaiian Airlines Inc.,3,3,2024,2
29.0,28.0,7784.0,19690,Hawaiian Airlines Inc.,3,3,2024,2
393.0,391.0,50048.0,19690,Hawaiian Airlines Inc.,3,3,2024,4
29.0,28.0,5292.0,19690,Hawaiian Airlines Inc.,3,3,2024,2
29.0,28.0,5292.0,19690,Hawaiian Airlines Inc.,3,3,2024,2
394.0,393.0,50304.0,19690,Hawaiian Airlines Inc.,3,3,2024,4
407.0,401.0,51328.0,19690,Hawaiian Airlines Inc.,3,3,2024,1
393.0,392.0,50176.0,19690,Hawaiian Airlines Inc.,3,3,2024,3
30.0,28.0,3584.0,19690,Hawaiian Airlines Inc.,3,3,2024,4
92.0,86.0,23908.0,19690,Hawaiian Airlines Inc.,3,3,2024,3
29.0,28.0,3584.0,19690,Hawaiian Airlines Inc.,3,3,2024,2
31.0,30.0,3840.0,19690,Hawaiian Airlines Inc.,3,3,2024,1
21.0,19.0,3591.0,19690,Hawaiian Airlines Inc.,3,3,2024,2
30.0,29.0,5481.0,19690,Hawaiian Airlines Inc.,3,3,2024,4
29.0,28.0,5292.0,19690,Hawaiian Airlines Inc.,3,3,2024,2
18.0,17.0,4726.0,19690,Hawaiian Airlines Inc.,3,3,2024,3
80.0,79.0,21962.0,19690,Hawaiian Airlines Inc.,3,3,2024,3
23.0,21.0,3969.0,19690,Hawaiian Airlines Inc.,3,3,2024,1
29.0,28.0,5292.0,19690,Hawaiian Airlines Inc.,3,3,2024,2
29.0,28.0,5292.0,19690,Hawaiian Airlines Inc.,3,3,2024,2
11.0,10.0,2780.0,19690,Hawaiian Airlines Inc.,3,3,2024,1
30.0,28.0,7784.0,19690,Hawaiian Airlines Inc.,3,3,2024,4
30.0,28.0,7784.0,19690,Hawaiian Airlines Inc.,3,3,2024,4
29.0,28.0,5292.0,19690,Hawaiian Airlines Inc.,3,3,2024,2
379.0,377.0,48256.0,19690,Hawaiian Airlines Inc.,3,3,2024,2
30.0,29.0,8062.0,19690,Hawaiian Airlines Inc.,3,3,2024,4
30.0,29.0,8062.0,19690,Hawaiian Airlines Inc.,3,3,2024,4
31.0,30.0,5670.0,19690,Hawaiian Airlines Inc.,3,3,2024,3
30.0,29.0,8062.0,19690,Hawaiian Airlines Inc.,3,3,2024,4
88.0,87.0,24186.0,19690,Hawaiian Airlines Inc.,3,3,2024,4
29.0,26.0,4914.0,19690,Hawaiian Airlines Inc.,3,3,2024,2
31.0,30.0,5670.0,19690,Hawaiian Airlines Inc.,3,3,2024,3
3.0,2.0,556.0,19690,Hawaiian Airlines Inc.,3,3,2024,3
21.0,19.0,3591.0,19690,Hawaiian Airlines Inc.,3,3,2024,2
76.0,75.0,20850.0,19690,Hawaiian Airlines Inc.,3,3,2024,2
31.0,30.0,5670.0,19690,Hawaiian Airlines Inc.,3,3,2024,1
26.0,25.0,4725.0,19690,Hawaiian Airlines Inc.,3,3,2024,1
379.0,377.0,48256.0,19690,Hawaiian Airlines Inc.,3,3,2024,2
31.0,27.0,7506.0,19690,Hawaiian Airlines Inc.,3,3,2024,1
31.0,27.0,7506.0,19690,Hawaiian Airlines Inc.,3,3,2024,1
31.0,28.0,5292.0,19690,Hawaiian Airlines Inc.,3,3,2024,3
31.0,30.0,5670.0,19690,Hawaiian Airlines Inc.,3,3,2024,1
17.0,16.0,4448.0,19690,Hawaiian Airlines Inc.,3,3,2024,2
31.0,30.0,5670.0,19690,Hawaiian Airlines Inc.,3,3,2024,1
31.0,30.0,5670.0,19690,Hawaiian Airlines Inc.,3,3,2024,1
31.0,30.0,5670.0,19690,Hawaiian Airlines Inc.,3,3,2024,1
76.0,75.0,20850.0,19690,Hawaiian Airlines Inc.,3,3,2024,2
17.0,16.0,3024.0,19690,Hawaiian Airlines Inc.,3,3,2024,2
19.0,18.0,3402.0,19690,Hawaiian Airlines Inc.,3,3,2024,2
19.0,18.0,3402.0,19690,Hawaiian Airlines Inc.,3,3,2024,3
93.0,92.0,11776.0,19690,Hawaiian Airlines Inc.,3,3,2024,3
31.0,29.0,8062.0,19690,Hawaiian Airlines Inc.,3,3,2024,3
27.0,26.0,4914.0,19690,Hawaiian Airlines Inc.,3,3,2024,1
15.0,12.0,3336.0,19690,Hawaiian Airlines Inc.,3,3,2024,4
646.0,641.0,82048.0,19690,Hawaiian Airlines Inc.,3,3,2024,3
651.0,640.0,81920.0,19690,Hawaiian Airlines Inc.,3,3,2024,1
654.0,640.0,81920.0,19690,Hawaiian Airlines Inc.,3,3,2024,1
30.0,27.0,5103.0,19690,Hawaiian Airlines Inc.,3,3,2024,4
31.0,29.0,5481.0,19690,Hawaiian Airlines Inc.,3,3,2024,3
645.0,643.0,82304.0,19690,Hawaiian Airlines Inc.,3,3,2024,3
36.0,18.0,4726.0,19690,Hawaiian Airlines Inc.,3,3,2024,1
31.0,30.0,8340.0,19690,Hawaiian Airlines Inc.,3,3,2024,3
31.0,30.0,8340.0,19690,Hawaiian Airlines Inc.,3,3,2024,3
32.0,31.0,5859.0,19690,Hawaiian Airlines Inc.,3,3,2024,1
89.0,86.0,23908.0,19690,Hawaiian Airlines Inc.,3,3,2024,4
12.0,11.0,3058.0,19690,Hawaiian Airlines Inc.,3,3,2024,1
31.0,30.0,8340.0,19690,Hawaiian Airlines Inc.,3,3,2024,3
31.0,30.0,8340.0,19690,Hawaiian Airlines Inc.,3,3,2024,1
31.0,30.0,8340.0,19690,Hawaiian Airlines Inc.,3,3,2024,1
31.0,30.0,8340.0,19690,Hawaiian Airlines Inc.,3,3,2024,3
32.0,31.0,5859.0,19690,Hawaiian Airlines Inc.,3,3,2024,1
31.0,30.0,8340.0,19690,Hawaiian Airlines Inc.,3,3,2024,3
87.0,86.0,11008.0,19690,Hawaiian Airlines Inc.,3,3,2024,2
20.0,19.0,3591.0,19690,Hawaiian Airlines Inc.,3,3,2024,1
89.0,87.0,24186.0,19690,Hawaiian Airlines Inc.,3,3,2024,1
89.0,87.0,24186.0,19690,Hawaiian Airlines Inc.,3,3,2024,4
29.0,27.0,5103.0,19690,Hawaiian Airlines Inc.,3,3,2024,2
478.0,474.0,60672.0,19690,Hawaiian Airlines Inc.,3,3,2024,4
496.0,495.0,63360.0,19690,Hawaiian Airlines Inc.,3,3,2024,3
31.0,30.0,8340.0,19690,Hawaiian Airlines Inc.,3,3,2024,1
14.0,12.0,3336.0,19690,Hawaiian Airlines Inc.,3,3,2024,4
503.0,492.0,62976.0,19690,Hawaiian Airlines Inc.,3,3,2024,2
504.0,496.0,63488.0,19690,Hawaiian Airlines Inc.,3,3,2024,2
30.0,28.0,5292.0,19690,Hawaiian Airlines Inc.,3,3,2024,4
29.0,28.0,3584.0,19690,Hawaiian Airlines Inc.,3,3,2024,2
471.0,462.0,59136.0,19690,Hawaiian Airlines Inc.,3,3,2024,2
471.0,462.0,59136.0,19690,Hawaiian Airlines Inc.,3,3,2024,2
478.0,473.0,60544.0,19690,Hawaiian Airlines Inc.,3,3,2024,4
29.0,27.0,5103.0,19690,Hawaiian Airlines Inc.,3,3,2024,4
597.0,593.0,75904.0,19690,Hawaiian Airlines Inc.,3,3,2024,2
544.0,539.0,68992.0,19690,Hawaiian Airlines Inc.,3,3,2024,1
9.0,8.0,2224.0,19690,Hawaiian Airlines Inc.,3,3,2024,2
9.0,8.0,2224.0,19690,Hawaiian Airlines Inc.,3,3,2024,2
597.0,594.0,76032.0,19690,Hawaiian Airlines Inc.,3,3,2024,2
628.0,617.0,78976.0,19690,Hawaiian Airlines Inc.,3,3,2024,4
29.0,27.0,5103.0,19690,Hawaiian Airlines Inc.,3,3,2024,2
31.0,30.0,8340.0,19690,Hawaiian Airlines Inc.,3,3,2024,1
629.0,619.0,79232.0,19690,Hawaiian Airlines Inc.,3,3,2024,4
511.0,501.0,64128.0,19690,Hawaiian Airlines Inc.,3,3,2024,1
538.0,522.0,66816.0,19690,Hawaiian Airlines Inc.,3,3,2024,4
29.0,27.0,5103.0,19690,Hawaiian Airlines Inc.,3,3,2024,4
87.0,86.0,23908.0,19690,Hawaiian Airlines Inc.,3,3,2024,2
87.0,86.0,23908.0,19690,Hawaiian Airlines Inc.,3,3,2024,2
29.0,27.0,5103.0,19690,Hawaiian Airlines Inc.,3,3,2024,2
538.0,523.0,66944.0,19690,Hawaiian Airlines Inc.,3,3,2024,4
511.0,502.0,64256.0,19690,Hawaiian Airlines Inc.,3,3,2024,1
31.0,30.0,8340.0,19690,Hawaiian Airlines Inc.,3,3,2024,1
544.0,538.0,68864.0,19690,Hawaiian Airlines Inc.,3,3,2024,1
24.0,22.0,1672.0,19687,Horizon Air,2,2,2024,1
81.0,73.0,5548.0,19687,Horizon Air,2,2,2024,1
13.0,12.0,912.0,19687,Horizon Air,2,2,2024,1
13.0,12.0,912.0,19687,Horizon Air,2,2,2024,1
13.0,12.0,912.0,19687,Horizon Air,2,2,2024,1
144.0,132.0,10032.0,19687,Horizon Air,2,2,2024,3
94.0,93.0,7068.0,19687,Horizon Air,2,2,2024,2
94.0,93.0,7068.0,19687,Horizon Air,2,2,2024,1
81.0,72.0,5472.0,19687,Horizon Air,2,2,2024,1
19.0,17.0,1292.0,19687,Horizon Air,2,2,2024,1
21.0,19.0,1444.0,19687,Horizon Air,2,2,2024,2
13.0,11.0,836.0,19687,Horizon Air,2,2,2024,1
13.0,11.0,836.0,19687,Horizon Air,2,2,2024,1
96.0,95.0,7220.0,19687,Horizon Air,2,2,2024,1
13.0,11.0,836.0,19687,Horizon Air,2,2,2024,2
82.0,81.0,6156.0,19687,Horizon Air,2,2,2024,2
82.0,81.0,6156.0,19687,Horizon Air,2,2,2024,1
160.0,158.0,12008.0,19687,Horizon Air,2,2,2024,4
24.0,23.0,1748.0,19687,Horizon Air,2,2,2024,4
48.0,47.0,3572.0,19687,Horizon Air,2,2,2024,2
24.0,23.0,1748.0,19687,Horizon Air,2,2,2024,1
105.0,104.0,7904.0,19687,Horizon Air,2,2,2024,3
105.0,104.0,7904.0,19687,Horizon Air,2,2,2024,3
48.0,47.0,3572.0,19687,Horizon Air,2,2,2024,3
21.0,18.0,1368.0,19687,Horizon Air,2,2,2024,2
100.0,99.0,7524.0,19687,Horizon Air,2,2,2024,3
21.0,18.0,1368.0,19687,Horizon Air,2,2,2024,1
22.0,19.0,1444.0,19687,Horizon Air,2,2,2024,2
32.0,29.0,2204.0,19687,Horizon Air,2,2,2024,3
22.0,19.0,1444.0,19687,Horizon Air,2,2,2024,2
116.0,115.0,8740.0,19687,Horizon Air,2,2,2024,4
116.0,115.0,8740.0,19687,Horizon Air,2,2,2024,2
116.0,115.0,8740.0,19687,Horizon Air,2,2,2024,2
43.0,41.0,3116.0,19687,Horizon Air,2,2,2024,2
95.0,92.0,6992.0,19687,Horizon Air,2,2,2024,1
116.0,115.0,8740.0,19687,Horizon Air,2,2,2024,4
96.0,93.0,7068.0,19687,Horizon Air,2,2,2024,1
96.0,94.0,7144.0,19687,Horizon Air,2,2,2024,2
32.0,28.0,2128.0,19687,Horizon Air,2,2,2024,4
32.0,27.0,2052.0,19687,Horizon Air,2,2,2024,4
32.0,28.0,2128.0,19687,Horizon Air,2,2,2024,1
24.0,23.0,1748.0,19687,Horizon Air,2,2,2024,1
24.0,23.0,1748.0,19687,Horizon Air,2,2,2024,1
64.0,62.0,4712.0,19687,Horizon Air,2,2,2024,3
24.0,21.0,1596.0,19687,Horizon Air,2,2,2024,2
24.0,21.0,1596.0,19687,Horizon Air,2,2,2024,3
70.0,68.0,5168.0,19687,Horizon Air,2,2,2024,4
32.0,27.0,2052.0,19687,Horizon Air,2,2,2024,1
42.0,39.0,2964.0,19687,Horizon Air,2,2,2024,4
19.0,18.0,1368.0,19687,Horizon Air,2,2,2024,4
6.0,5.0,380.0,19687,Horizon Air,2,2,2024,3
6.0,5.0,380.0,19687,Horizon Air,2,2,2024,3
8.0,7.0,532.0,19687,Horizon Air,2,2,2024,3
8.0,7.0,532.0,19687,Horizon Air,2,2,2024,3
19.0,17.0,1292.0,19687,Horizon Air,2,2,2024,4
19.0,18.0,1368.0,19687,Horizon Air,2,2,2024,1
6.0,4.0,304.0,19687,Horizon Air,2,2,2024,1
61.0,60.0,4560.0,19687,Horizon Air,2,2,2024,4
27.0,26.0,1976.0,19687,Horizon Air,2,2,2024,4
27.0,26.0,1976.0,19687,Horizon Air,2,2,2024,1
27.0,26.0,1976.0,19687,Horizon Air,2,2,2024,4
83.0,76.0,5776.0,19687,Horizon Air,2,2,2024,1
34.0,33.0,2508.0,19687,Horizon Air,2,2,2024,3
34.0,33.0,2508.0,19687,Horizon Air,2,2,2024,4
6.0,5.0,380.0,19687,Horizon Air,2,2,2024,3
32.0,31.0,2356.0,19687,Horizon Air,2,2,2024,3
173.0,170.0,12920.0,19687,Horizon Air,2,2,2024,3
41.0,39.0,2964.0,19687,Horizon Air,2,2,2024,3
7.0,5.0,380.0,19687,Horizon Air,2,2,2024,1
7.0,5.0,380.0,19687,Horizon Air,2,2,2024,1
68.0,67.0,5092.0,19687,Horizon Air,2,2,2024,3
29.0,28.0,2128.0,19687,Horizon Air,2,2,2024,2
171.0,156.0,11856.0,19687,Horizon Air,2,2,2024,2
29.0,28.0,2128.0,19687,Horizon Air,2,2,2024,2
37.0,36.0,2736.0,19687,Horizon Air,2,2,2024,4
2.0,1.0,76.0,19687,Horizon Air,2,2,2024,3
29.0,26.0,1976.0,19687,Horizon Air,2,2,2024,2
53.0,52.0,3952.0,19687,Horizon Air,2,2,2024,2
41.0,40.0,3040.0,19687,Horizon Air,2,2,2024,3
7.0,6.0,456.0,19687,Horizon Air,2,2,2024,1
7.0,6.0,456.0,19687,Horizon Air,2,2,2024,3
7.0,6.0,456.0,19687,Horizon Air,2,2,2024,1
7.0,6.0,456.0,19687,Horizon Air,2,2,2024,1
29.0,26.0,1976.0,19687,Horizon Air,2,2,2024,2
53.0,52.0,3952.0,19687,Horizon Air,2,2,2024,2
83.0,77.0,5852.0,19687,Horizon Air,2,2,2024,1
83.0,78.0,5928.0,19687,Horizon Air,2,2,2024,3
37.0,33.0,2508.0,19687,Horizon Air,2,2,2024,3
29.0,27.0,2052.0,19687,Horizon Air,2,2,2024,2
61.0,58.0,4408.0,19687,Horizon Air,2,2,2024,3
86.0,85.0,6460.0,19687,Horizon Air,2,2,2024,3
19.0,17.0,1292.0,19687,Horizon Air,2,2,2024,1
29.0,27.0,2052.0,19687,Horizon Air,2,2,2024,1
22.0,21.0,1596.0,19687,Horizon Air,2,2,2024,2
83.0,81.0,6156.0,19687,Horizon Air,2,2,2024,1
83.0,82.0,6232.0,19687,Horizon Air,2,2,2024,2
83.0,82.0,6232.0,19687,Horizon Air,2,2,2024,2
85.0,84.0,6384.0,19687,Horizon Air,2,2,2024,3
29.0,27.0,2052.0,19687,Horizon Air,2,2,2024,1
72.0,66.0,5016.0,19687,Horizon Air,2,2,2024,1
32.0,31.0,2356.0,19687,Horizon Air,2,2,2024,3
25.0,23.0,1748.0,19687,Horizon Air,2,2,2024,2
32.0,30.0,2280.0,19687,Horizon Air,2,2,2024,3
32.0,30.0,2280.0,19687,Horizon Air,2,2,2024,3
100.0,94.0,7144.0,19687,Horizon Air,2,2,2024,2
54.0,53.0,4028.0,19687,Horizon Air,2,2,2024,2
32.0,26.0,1976.0,19687,Horizon Air,2,2,2024,4
11.0,9.0,684.0,19687,Horizon Air,2,2,2024,4
11.0,9.0,684.0,19687,Horizon Air,2,2,2024,3
40.0,39.0,2964.0,19687,Horizon Air,2,2,2024,1
40.0,34.0,2584.0,19687,Horizon Air,2,2,2024,4
53.0,52.0,3952.0,19687,Horizon Air,2,2,2024,3
41.0,37.0,2812.0,19687,Horizon Air,2,2,2024,4
32.0,31.0,2356.0,19687,Horizon Air,2,2,2024,1
32.0,31.0,2356.0,19687,Horizon Air,2,2,2024,3
25.0,24.0,1824.0,19687,Horizon Air,2,2,2024,1
30.0,29.0,2204.0,19687,Horizon Air,2,2,2024,2
30.0,29.0,2204.0,19687,Horizon Air,2,2,2024,4
30.0,29.0,2204.0,19687,Horizon Air,2,2,2024,2
30.0,29.0,2204.0,19687,Horizon Air,2,2,2024,2
30.0,29.0,2204.0,19687,Horizon Air,2,2,2024,2
30.0,29.0,2204.0,19687,Horizon Air,2,2,2024,2
30.0,29.0,2204.0,19687,Horizon Air,2,2,2024,1
25.0,24.0,1824.0,19687,Horizon Air,2,2,2024,2
25.0,24.0,1824.0,19687,Horizon Air,2,2,2024,2
25.0,24.0,1824.0,19687,Horizon Air,2,2,2024,2
25.0,24.0,1824.0,19687,Horizon Air,2,2,2024,3
40.0,38.0,2888.0,19687,Horizon Air,2,2,2024,1
19.0,17.0,1292.0,19687,Horizon Air,2,2,2024,2
34.0,32.0,2432.0,19687,Horizon Air,2,2,2024,4
34.0,32.0,2432.0,19687,Horizon Air,2,2,2024,3
8.0,7.0,532.0,19687,Horizon Air,2,2,2024,3
88.0,81.0,6156.0,19687,Horizon Air,2,2,2024,1
18.0,16.0,1216.0,19687,Horizon Air,2,2,2024,1
27.0,25.0,1900.0,19687,Horizon Air,2,2,2024,2
18.0,14.0,1064.0,19687,Horizon Air,2,2,2024,2
14.0,13.0,988.0,19687,Horizon Air,2,2,2024,2
20.0,19.0,1444.0,19687,Horizon Air,2,2,2024,3
23.0,22.0,1672.0,19687,Horizon Air,2,2,2024,3
