DEPARTURES_SCHEDULED,DEPARTURES_PERFORMED,SEATS,AIRLINE_ID,CARRIER_NAME,CARRIER_GROUP,CARRIER_GROUP_NEW,YEAR,MONTH
34.0,25.0,4450.0,19930,Alaska Airlines Inc.,3,3,2024,2
34.0,25.0,4450.0,19930,Alaska Airlines Inc.,3,3,2024,2
34.0,24.0,4272.0,19930,Alaska Airlines Inc.,3,3,2024,4
61.0,57.0,10146.0,19930,Alaska Airlines Inc.,3,3,2024,1
50.0,48.0,8544.0,19930,Alaska Airlines Inc.,3,3,2024,4
143.0,134.0,23852.0,19930,Alaska Airlines Inc.,3,3,2024,3
157.0,138.0,24564.0,19930,Alaska Airlines Inc.,3,3,2024,4
143.0,136.0,24208.0,19930,Alaska Airlines Inc.,3,3,2024,3
34.0,30.0,5340.0,19930,Alaska Airlines Inc.,3,3,2024,4
34.0,30.0,5340.0,19930,Alaska Airlines Inc.,3,3,2024,4
34.0,31.0,3844.0,19930,Alaska Airlines Inc.,3,3,2024,1
34.0,32.0,5091.0,19930,Alaska Airlines Inc.,3,3,2024,2
155.0,134.0,23852.0,19930,Alaska Airlines Inc.,3,3,2024,4
146.0,131.0,23318.0,19930,Alaska Airlines Inc.,3,3,2024,4
16.0,12.0,1917.0,19930,Alaska Airlines Inc.,3,3,2024,4
21.0,18.0,3204.0,19930,Alaska Airlines Inc.,3,3,2024,2
21.0,18.0,3204.0,19930,Alaska Airlines Inc.,3,3,2024,3
21.0,18.0,0.0,19930,Alaska Airlines Inc.,3,3,2024,3
21.0,18.0,0.0,19930,Alaska Airlines Inc.,3,3,2024,4
106.0,81.0,10044.0,19930,Alaska Airlines Inc.,3,3,2024,3
106.0,83.0,14774.0,19930,Alaska Airlines Inc.,3,3,2024,1
21.0,18.0,3204.0,19930,Alaska Airlines Inc.,3,3,2024,1
21.0,17.0,3026.0,19930,Alaska Airlines Inc.,3,3,2024,3
106.0,103.0,16401.0,19930,Alaska Airlines Inc.,3,3,2024,2
106.0,103.0,16395.0,19930,Alaska Airlines Inc.,3,3,2024,2
106.0,104.0,16557.0,19930,Alaska Airlines Inc.,3,3,2024,4
21.0,17.0,2108.0,19930,Alaska Airlines Inc.,3,3,2024,4
21.0,17.0,2108.0,19930,Alaska Airlines Inc.,3,3,2024,3
21.0,16.0,2848.0,19930,Alaska Airlines Inc.,3,3,2024,2
21.0,17.0,3026.0,19930,Alaska Airlines Inc.,3,3,2024,4
21.0,16.0,2848.0,19930,Alaska Airlines Inc.,3,3,2024,2
21.0,18.0,3204.0,19930,Alaska Airlines Inc.,3,3,2024,4
21.0,18.0,3204.0,19930,Alaska Airlines Inc.,3,3,2024,2
21.0,18.0,3204.0,19930,Alaska Airlines Inc.,3,3,2024,2
21.0,19.0,3382.0,19930,Alaska Airlines Inc.,3,3,2024,1
103.0,22.0,3916.0,19930,Alaska Airlines Inc.,3,3,2024,1
103.0,76.0,13528.0,19930,Alaska Airlines Inc.,3,3,2024,4
104.0,103.0,16398.0,19930,Alaska Airlines Inc.,3,3,2024,3
21.0,18.0,3204.0,19930,Alaska Airlines Inc.,3,3,2024,2
21.0,19.0,3024.0,19930,Alaska Airlines Inc.,3,3,2024,3
101.0,90.0,14322.0,19930,Alaska Airlines Inc.,3,3,2024,4
107.0,81.0,14418.0,19930,Alaska Airlines Inc.,3,3,2024,1
21.0,13.0,2314.0,19930,Alaska Airlines Inc.,3,3,2024,4
108.0,86.0,15308.0,19930,Alaska Airlines Inc.,3,3,2024,2
21.0,9.0,1602.0,19930,Alaska Airlines Inc.,3,3,2024,1
21.0,9.0,1602.0,19930,Alaska Airlines Inc.,3,3,2024,2
21.0,8.0,1424.0,19930,Alaska Airlines Inc.,3,3,2024,2
21.0,6.0,1068.0,19930,Alaska Airlines Inc.,3,3,2024,4
21.0,5.0,890.0,19930,Alaska Airlines Inc.,3,3,2024,1
108.0,86.0,15308.0,19930,Alaska Airlines Inc.,3,3,2024,2
109.0,102.0,16233.0,19930,Alaska Airlines Inc.,3,3,2024,1
21.0,3.0,534.0,19930,Alaska Airlines Inc.,3,3,2024,1
109.0,46.0,8188.0,19930,Alaska Airlines Inc.,3,3,2024,3
21.0,15.0,2670.0,19930,Alaska Airlines Inc.,3,3,2024,1
21.0,9.0,1602.0,19930,Alaska Airlines Inc.,3,3,2024,4
21.0,10.0,1780.0,19930,Alaska Airlines Inc.,3,3,2024,3
107.0,98.0,15600.0,19930,Alaska Airlines Inc.,3,3,2024,1
107.0,99.0,12276.0,19930,Alaska Airlines Inc.,3,3,2024,4
21.0,13.0,2314.0,19930,Alaska Airlines Inc.,3,3,2024,2
21.0,13.0,2314.0,19930,Alaska Airlines Inc.,3,3,2024,2
21.0,13.0,2314.0,19930,Alaska Airlines Inc.,3,3,2024,2
21.0,13.0,2314.0,19930,Alaska Airlines Inc.,3,3,2024,3
21.0,10.0,1780.0,19930,Alaska Airlines Inc.,3,3,2024,3
21.0,13.0,2314.0,19930,Alaska Airlines Inc.,3,3,2024,4
21.0,13.0,0.0,19930,Alaska Airlines Inc.,3,3,2024,2
21.0,12.0,2136.0,19930,Alaska Airlines Inc.,3,3,2024,4
21.0,12.0,2136.0,19930,Alaska Airlines Inc.,3,3,2024,4
21.0,12.0,2136.0,19930,Alaska Airlines Inc.,3,3,2024,1
21.0,12.0,2136.0,19930,Alaska Airlines Inc.,3,3,2024,1
21.0,11.0,1958.0,19930,Alaska Airlines Inc.,3,3,2024,2
21.0,13.0,2314.0,19930,Alaska Airlines Inc.,3,3,2024,3
101.0,77.0,13706.0,19930,Alaska Airlines Inc.,3,3,2024,1
54.0,50.0,7965.0,19930,Alaska Airlines Inc.,3,3,2024,4
100.0,77.0,9548.0,19930,Alaska Airlines Inc.,3,3,2024,3
54.0,48.0,8544.0,19930,Alaska Airlines Inc.,3,3,2024,4
54.0,49.0,7803.0,19930,Alaska Airlines Inc.,3,3,2024,2
101.0,46.0,8188.0,19930,Alaska Airlines Inc.,3,3,2024,4
18.0,17.0,2706.0,19930,Alaska Airlines Inc.,3,3,2024,4
18.0,17.0,3026.0,19930,Alaska Airlines Inc.,3,3,2024,3
54.0,51.0,6324.0,19930,Alaska Airlines Inc.,3,3,2024,3
18.0,17.0,2709.0,19930,Alaska Airlines Inc.,3,3,2024,4
54.0,53.0,8439.0,19930,Alaska Airlines Inc.,3,3,2024,2
123.0,105.0,18690.0,19930,Alaska Airlines Inc.,3,3,2024,2
122.0,94.0,16732.0,19930,Alaska Airlines Inc.,3,3,2024,3
123.0,95.0,16910.0,19930,Alaska Airlines Inc.,3,3,2024,1
16.0,8.0,1424.0,19930,Alaska Airlines Inc.,3,3,2024,1
16.0,8.0,1424.0,19930,Alaska Airlines Inc.,3,3,2024,4
16.0,9.0,1602.0,19930,Alaska Airlines Inc.,3,3,2024,1
16.0,9.0,1602.0,19930,Alaska Airlines Inc.,3,3,2024,1
16.0,9.0,1602.0,19930,Alaska Airlines Inc.,3,3,2024,4
16.0,10.0,1780.0,19930,Alaska Airlines Inc.,3,3,2024,1
16.0,8.0,1424.0,19930,Alaska Airlines Inc.,3,3,2024,3
16.0,10.0,1780.0,19930,Alaska Airlines Inc.,3,3,2024,3
16.0,11.0,1958.0,19930,Alaska Airlines Inc.,3,3,2024,4
16.0,11.0,1958.0,19930,Alaska Airlines Inc.,3,3,2024,2
16.0,11.0,1958.0,19930,Alaska Airlines Inc.,3,3,2024,2
16.0,11.0,1958.0,19930,Alaska Airlines Inc.,3,3,2024,2
16.0,12.0,1908.0,19930,Alaska Airlines Inc.,3,3,2024,3
16.0,11.0,1958.0,19930,Alaska Airlines Inc.,3,3,2024,4
16.0,8.0,1424.0,19930,Alaska Airlines Inc.,3,3,2024,3
16.0,6.0,1068.0,19930,Alaska Airlines Inc.,3,3,2024,4
16.0,6.0,1068.0,19930,Alaska Airlines Inc.,3,3,2024,1
16.0,2.0,356.0,19930,Alaska Airlines Inc.,3,3,2024,1
16.0,2.0,356.0,19930,Alaska Airlines Inc.,3,3,2024,1
16.0,6.0,1068.0,19930,Alaska Airlines Inc.,3,3,2024,3
16.0,6.0,1068.0,19930,Alaska Airlines Inc.,3,3,2024,1
16.0,6.0,1068.0,19930,Alaska Airlines Inc.,3,3,2024,4
32.0,3.0,534.0,19930,Alaska Airlines Inc.,3,3,2024,1
32.0,5.0,890.0,19930,Alaska Airlines Inc.,3,3,2024,1
32.0,21.0,3738.0,19930,Alaska Airlines Inc.,3,3,2024,4
32.0,23.0,4094.0,19930,Alaska Airlines Inc.,3,3,2024,1
32.0,19.0,3382.0,19930,Alaska Airlines Inc.,3,3,2024,4
32.0,24.0,2976.0,19930,Alaska Airlines Inc.,3,3,2024,4
112.0,97.0,17266.0,19930,Alaska Airlines Inc.,3,3,2024,2
110.0,108.0,17184.0,19930,Alaska Airlines Inc.,3,3,2024,4
32.0,24.0,4272.0,19930,Alaska Airlines Inc.,3,3,2024,4
32.0,24.0,4272.0,19930,Alaska Airlines Inc.,3,3,2024,2
32.0,25.0,3100.0,19930,Alaska Airlines Inc.,3,3,2024,3
32.0,29.0,4614.0,19930,Alaska Airlines Inc.,3,3,2024,1
32.0,29.0,4611.0,19930,Alaska Airlines Inc.,3,3,2024,1
32.0,29.0,4620.0,19930,Alaska Airlines Inc.,3,3,2024,1
118.0,97.0,17266.0,19930,Alaska Airlines Inc.,3,3,2024,1
32.0,29.0,5162.0,19930,Alaska Airlines Inc.,3,3,2024,4
32.0,30.0,4779.0,19930,Alaska Airlines Inc.,3,3,2024,1
117.0,115.0,18306.0,19930,Alaska Airlines Inc.,3,3,2024,3
53.0,25.0,4450.0,19930,Alaska Airlines Inc.,3,3,2024,4
53.0,42.0,7476.0,19930,Alaska Airlines Inc.,3,3,2024,2
120.0,117.0,18624.0,19930,Alaska Airlines Inc.,3,3,2024,3
53.0,43.0,5332.0,19930,Alaska Airlines Inc.,3,3,2024,3
121.0,97.0,17266.0,19930,Alaska Airlines Inc.,3,3,2024,2
53.0,45.0,7161.0,19930,Alaska Airlines Inc.,3,3,2024,4
32.0,31.0,4929.0,19930,Alaska Airlines Inc.,3,3,2024,2
53.0,41.0,5084.0,19930,Alaska Airlines Inc.,3,3,2024,2
32.0,29.0,3596.0,19930,Alaska Airlines Inc.,3,3,2024,3
32.0,29.0,3596.0,19930,Alaska Airlines Inc.,3,3,2024,3
32.0,29.0,3596.0,19930,Alaska Airlines Inc.,3,3,2024,4
32.0,25.0,0.0,19930,Alaska Airlines Inc.,3,3,2024,3
32.0,25.0,0.0,19930,Alaska Airlines Inc.,3,3,2024,3
32.0,26.0,3224.0,19930,Alaska Airlines Inc.,3,3,2024,4
32.0,26.0,3224.0,19930,Alaska Airlines Inc.,3,3,2024,1
53.0,22.0,3916.0,19930,Alaska Airlines Inc.,3,3,2024,2
32.0,27.0,4806.0,19930,Alaska Airlines Inc.,3,3,2024,2
116.0,81.0,14418.0,19930,Alaska Airlines Inc.,3,3,2024,3
32.0,28.0,4458.0,19930,Alaska Airlines Inc.,3,3,2024,4
32.0,28.0,4984.0,19930,Alaska Airlines Inc.,3,3,2024,2
98.0,73.0,9052.0,19930,Alaska Airlines Inc.,3,3,2024,1
35.0,31.0,5518.0,19930,Alaska Airlines Inc.,3,3,2024,1
8.0,7.0,868.0,19930,Alaska Airlines Inc.,3,3,2024,2
8.0,6.0,1068.0,19930,Alaska Airlines Inc.,3,3,2024,3
8.0,6.0,1068.0,19930,Alaska Airlines Inc.,3,3,2024,2
8.0,6.0,1068.0,19930,Alaska Airlines Inc.,3,3,2024,3
8.0,6.0,1068.0,19930,Alaska Airlines Inc.,3,3,2024,4
8.0,6.0,954.0,19930,Alaska Airlines Inc.,3,3,2024,3
8.0,6.0,954.0,19930,Alaska Airlines Inc.,3,3,2024,3
8.0,6.0,954.0,19930,Alaska Airlines Inc.,3,3,2024,2
8.0,6.0,954.0,19930,Alaska Airlines Inc.,3,3,2024,2
41.0,39.0,6201.0,19930,Alaska Airlines Inc.,3,3,2024,2
8.0,6.0,0.0,19930,Alaska Airlines Inc.,3,3,2024,1
8.0,6.0,0.0,19930,Alaska Airlines Inc.,3,3,2024,4
8.0,5.0,890.0,19930,Alaska Airlines Inc.,3,3,2024,2
8.0,7.0,868.0,19930,Alaska Airlines Inc.,3,3,2024,2
8.0,5.0,890.0,19930,Alaska Airlines Inc.,3,3,2024,4
8.0,7.0,868.0,19930,Alaska Airlines Inc.,3,3,2024,4
8.0,7.0,0.0,19930,Alaska Airlines Inc.,3,3,2024,4
41.0,40.0,6366.0,19930,Alaska Airlines Inc.,3,3,2024,2
8.0,7.0,1246.0,19930,Alaska Airlines Inc.,3,3,2024,1
8.0,7.0,1246.0,19930,Alaska Airlines Inc.,3,3,2024,3
8.0,7.0,1113.0,19930,Alaska Airlines Inc.,3,3,2024,3
8.0,7.0,1116.0,19930,Alaska Airlines Inc.,3,3,2024,4
27.0,6.0,1068.0,19930,Alaska Airlines Inc.,3,3,2024,3
8.0,7.0,1116.0,19930,Alaska Airlines Inc.,3,3,2024,4
27.0,5.0,890.0,19930,Alaska Airlines Inc.,3,3,2024,2
27.0,4.0,712.0,19930,Alaska Airlines Inc.,3,3,2024,1
8.0,7.0,1113.0,19930,Alaska Airlines Inc.,3,3,2024,3
27.0,3.0,534.0,19930,Alaska Airlines Inc.,3,3,2024,2
8.0,7.0,1113.0,19930,Alaska Airlines Inc.,3,3,2024,3
8.0,7.0,868.0,19930,Alaska Airlines Inc.,3,3,2024,4
27.0,11.0,1958.0,19930,Alaska Airlines Inc.,3,3,2024,2
8.0,5.0,890.0,19930,Alaska Airlines Inc.,3,3,2024,3
8.0,5.0,795.0,19930,Alaska Airlines Inc.,3,3,2024,4
60.0,59.0,9393.0,19930,Alaska Airlines Inc.,3,3,2024,4
60.0,59.0,9396.0,19930,Alaska Airlines Inc.,3,3,2024,4
63.0,62.0,11036.0,19930,Alaska Airlines Inc.,3,3,2024,4
8.0,5.0,890.0,19930,Alaska Airlines Inc.,3,3,2024,2
8.0,3.0,534.0,19930,Alaska Airlines Inc.,3,3,2024,3
8.0,5.0,795.0,19930,Alaska Airlines Inc.,3,3,2024,1
8.0,4.0,712.0,19930,Alaska Airlines Inc.,3,3,2024,1
8.0,4.0,712.0,19930,Alaska Airlines Inc.,3,3,2024,1
8.0,4.0,712.0,19930,Alaska Airlines Inc.,3,3,2024,1
41.0,38.0,6764.0,19930,Alaska Airlines Inc.,3,3,2024,2
8.0,4.0,712.0,19930,Alaska Airlines Inc.,3,3,2024,2
8.0,4.0,0.0,19930,Alaska Airlines Inc.,3,3,2024,4
91.0,48.0,8544.0,19930,Alaska Airlines Inc.,3,3,2024,3
41.0,37.0,5889.0,19930,Alaska Airlines Inc.,3,3,2024,3
8.0,3.0,534.0,19930,Alaska Airlines Inc.,3,3,2024,1
8.0,3.0,534.0,19930,Alaska Airlines Inc.,3,3,2024,1
8.0,3.0,534.0,19930,Alaska Airlines Inc.,3,3,2024,2
41.0,36.0,6408.0,19930,Alaska Airlines Inc.,3,3,2024,4
41.0,36.0,5733.0,19930,Alaska Airlines Inc.,3,3,2024,3
41.0,36.0,5733.0,19930,Alaska Airlines Inc.,3,3,2024,2
27.0,12.0,2136.0,19930,Alaska Airlines Inc.,3,3,2024,3
27.0,13.0,2314.0,19930,Alaska Airlines Inc.,3,3,2024,4
41.0,40.0,7120.0,19930,Alaska Airlines Inc.,3,3,2024,4
64.0,8.0,1424.0,19930,Alaska Airlines Inc.,3,3,2024,1
40.0,39.0,6210.0,19930,Alaska Airlines Inc.,3,3,2024,2
19.0,16.0,2848.0,19930,Alaska Airlines Inc.,3,3,2024,2
55.0,51.0,8112.0,19930,Alaska Airlines Inc.,3,3,2024,1
8.0,7.0,1246.0,19930,Alaska Airlines Inc.,3,3,2024,3
8.0,7.0,1246.0,19930,Alaska Airlines Inc.,3,3,2024,2
27.0,17.0,3026.0,19930,Alaska Airlines Inc.,3,3,2024,1
8.0,7.0,1246.0,19930,Alaska Airlines Inc.,3,3,2024,3
27.0,16.0,2848.0,19930,Alaska Airlines Inc.,3,3,2024,2
27.0,16.0,1984.0,19930,Alaska Airlines Inc.,3,3,2024,2
27.0,15.0,2670.0,19930,Alaska Airlines Inc.,3,3,2024,4
27.0,14.0,2492.0,19930,Alaska Airlines Inc.,3,3,2024,3
27.0,14.0,2492.0,19930,Alaska Airlines Inc.,3,3,2024,1
27.0,14.0,2492.0,19930,Alaska Airlines Inc.,3,3,2024,4
27.0,14.0,2492.0,19930,Alaska Airlines Inc.,3,3,2024,4
97.0,48.0,8544.0,19930,Alaska Airlines Inc.,3,3,2024,4
8.0,7.0,1246.0,19930,Alaska Airlines Inc.,3,3,2024,2
8.0,7.0,1246.0,19930,Alaska Airlines Inc.,3,3,2024,2
41.0,40.0,7120.0,19930,Alaska Airlines Inc.,3,3,2024,2
8.0,7.0,1246.0,19930,Alaska Airlines Inc.,3,3,2024,3
27.0,20.0,3560.0,19930,Alaska Airlines Inc.,3,3,2024,1
27.0,21.0,3738.0,19930,Alaska Airlines Inc.,3,3,2024,3
27.0,21.0,3738.0,19930,Alaska Airlines Inc.,3,3,2024,2
27.0,25.0,3981.0,19930,Alaska Airlines Inc.,3,3,2024,4
27.0,24.0,4272.0,19930,Alaska Airlines Inc.,3,3,2024,1
49.0,47.0,8366.0,19930,Alaska Airlines Inc.,3,3,2024,3
27.0,24.0,3822.0,19930,Alaska Airlines Inc.,3,3,2024,2
27.0,24.0,2976.0,19930,Alaska Airlines Inc.,3,3,2024,2
27.0,23.0,3660.0,19930,Alaska Airlines Inc.,3,3,2024,4
97.0,81.0,14418.0,19930,Alaska Airlines Inc.,3,3,2024,2
27.0,23.0,2852.0,19930,Alaska Airlines Inc.,3,3,2024,4
8.0,7.0,1246.0,19930,Alaska Airlines Inc.,3,3,2024,2
8.0,7.0,1246.0,19930,Alaska Airlines Inc.,3,3,2024,2
27.0,22.0,3916.0,19930,Alaska Airlines Inc.,3,3,2024,4
27.0,22.0,2728.0,19930,Alaska Airlines Inc.,3,3,2024,4
27.0,21.0,3738.0,19930,Alaska Airlines Inc.,3,3,2024,1
8.0,7.0,1246.0,19930,Alaska Airlines Inc.,3,3,2024,3
41.0,34.0,6052.0,19930,Alaska Airlines Inc.,3,3,2024,2
41.0,33.0,5874.0,19930,Alaska Airlines Inc.,3,3,2024,1
41.0,33.0,5874.0,19930,Alaska Airlines Inc.,3,3,2024,2
41.0,32.0,5696.0,19930,Alaska Airlines Inc.,3,3,2024,1
8.0,2.0,356.0,19930,Alaska Airlines Inc.,3,3,2024,4
41.0,26.0,4628.0,19930,Alaska Airlines Inc.,3,3,2024,4
41.0,24.0,4272.0,19930,Alaska Airlines Inc.,3,3,2024,4
8.0,2.0,356.0,19930,Alaska Airlines Inc.,3,3,2024,1
41.0,11.0,1958.0,19930,Alaska Airlines Inc.,3,3,2024,1
8.0,3.0,534.0,19930,Alaska Airlines Inc.,3,3,2024,4
19.0,8.0,1424.0,19930,Alaska Airlines Inc.,3,3,2024,1
19.0,10.0,1240.0,19930,Alaska Airlines Inc.,3,3,2024,3
19.0,11.0,1958.0,19930,Alaska Airlines Inc.,3,3,2024,2
19.0,11.0,1958.0,19930,Alaska Airlines Inc.,3,3,2024,2
19.0,12.0,2136.0,19930,Alaska Airlines Inc.,3,3,2024,2
19.0,12.0,2136.0,19930,Alaska Airlines Inc.,3,3,2024,4
8.0,3.0,534.0,19930,Alaska Airlines Inc.,3,3,2024,4
19.0,13.0,2314.0,19930,Alaska Airlines Inc.,3,3,2024,1
19.0,13.0,2314.0,19930,Alaska Airlines Inc.,3,3,2024,2
19.0,13.0,2314.0,19930,Alaska Airlines Inc.,3,3,2024,4
19.0,15.0,2385.0,19930,Alaska Airlines Inc.,3,3,2024,3
19.0,15.0,2670.0,19930,Alaska Airlines Inc.,3,3,2024,3
8.0,3.0,534.0,19930,Alaska Airlines Inc.,3,3,2024,4
8.0,1.0,0.0,19930,Alaska Airlines Inc.,3,3,2024,2
8.0,1.0,0.0,19930,Alaska Airlines Inc.,3,3,2024,2
8.0,1.0,178.0,19930,Alaska Airlines Inc.,3,3,2024,4
8.0,1.0,178.0,19930,Alaska Airlines Inc.,3,3,2024,4
8.0,1.0,178.0,19930,Alaska Airlines Inc.,3,3,2024,2
8.0,1.0,178.0,19930,Alaska Airlines Inc.,3,3,2024,2
8.0,1.0,178.0,19930,Alaska Airlines Inc.,3,3,2024,1
8.0,1.0,178.0,19930,Alaska Airlines Inc.,3,3,2024,1
19.0,7.0,1246.0,19930,Alaska Airlines Inc.,3,3,2024,1
8.0,3.0,534.0,19930,Alaska Airlines Inc.,3,3,2024,2
63.0,62.0,9882.0,19930,Alaska Airlines Inc.,3,3,2024,3
63.0,61.0,9720.0,19930,Alaska Airlines Inc.,3,3,2024,1
63.0,58.0,7192.0,19930,Alaska Airlines Inc.,3,3,2024,3
63.0,55.0,9790.0,19930,Alaska Airlines Inc.,3,3,2024,3
63.0,53.0,6572.0,19930,Alaska Airlines Inc.,3,3,2024,1
63.0,46.0,7320.0,19930,Alaska Airlines Inc.,3,3,2024,1
63.0,16.0,2848.0,19930,Alaska Airlines Inc.,3,3,2024,1
63.0,9.0,1602.0,19930,Alaska Airlines Inc.,3,3,2024,1
91.0,43.0,7654.0,19930,Alaska Airlines Inc.,3,3,2024,3
19.0,1.0,178.0,19930,Alaska Airlines Inc.,3,3,2024,1
19.0,2.0,356.0,19930,Alaska Airlines Inc.,3,3,2024,1
19.0,3.0,534.0,19930,Alaska Airlines Inc.,3,3,2024,1
19.0,5.0,890.0,19930,Alaska Airlines Inc.,3,3,2024,2
19.0,5.0,890.0,19930,Alaska Airlines Inc.,3,3,2024,2
15.0,13.0,2067.0,19930,Alaska Airlines Inc.,3,3,2024,3
15.0,13.0,2070.0,19930,Alaska Airlines Inc.,3,3,2024,1
15.0,13.0,2070.0,19930,Alaska Airlines Inc.,3,3,2024,4
15.0,13.0,2070.0,19930,Alaska Airlines Inc.,3,3,2024,2
15.0,12.0,1911.0,19930,Alaska Airlines Inc.,3,3,2024,4
15.0,12.0,1917.0,19930,Alaska Airlines Inc.,3,3,2024,4
15.0,12.0,1914.0,19930,Alaska Airlines Inc.,3,3,2024,2
15.0,11.0,1958.0,19930,Alaska Airlines Inc.,3,3,2024,2
15.0,11.0,1749.0,19930,Alaska Airlines Inc.,3,3,2024,1
15.0,11.0,1749.0,19930,Alaska Airlines Inc.,3,3,2024,1
15.0,11.0,0.0,19930,Alaska Airlines Inc.,3,3,2024,3
15.0,11.0,1364.0,19930,Alaska Airlines Inc.,3,3,2024,2
15.0,11.0,1364.0,19930,Alaska Airlines Inc.,3,3,2024,2
15.0,11.0,1364.0,19930,Alaska Airlines Inc.,3,3,2024,4
46.0,26.0,4628.0,19930,Alaska Airlines Inc.,3,3,2024,3
46.0,23.0,4094.0,19930,Alaska Airlines Inc.,3,3,2024,4
46.0,21.0,3738.0,19930,Alaska Airlines Inc.,3,3,2024,4
15.0,13.0,2067.0,19930,Alaska Airlines Inc.,3,3,2024,3
46.0,7.0,1246.0,19930,Alaska Airlines Inc.,3,3,2024,1
15.0,13.0,2070.0,19930,Alaska Airlines Inc.,3,3,2024,4
15.0,14.0,1736.0,19930,Alaska Airlines Inc.,3,3,2024,4
24.0,22.0,3498.0,19930,Alaska Airlines Inc.,3,3,2024,4
24.0,22.0,3916.0,19930,Alaska Airlines Inc.,3,3,2024,1
24.0,22.0,3916.0,19930,Alaska Airlines Inc.,3,3,2024,1
64.0,61.0,9705.0,19930,Alaska Airlines Inc.,3,3,2024,3
46.0,42.0,7476.0,19930,Alaska Airlines Inc.,3,3,2024,3
46.0,40.0,7120.0,19930,Alaska Airlines Inc.,3,3,2024,4
46.0,38.0,6764.0,19930,Alaska Airlines Inc.,3,3,2024,3
15.0,13.0,2314.0,19930,Alaska Airlines Inc.,3,3,2024,4
42.0,5.0,890.0,19930,Alaska Airlines Inc.,3,3,2024,1
42.0,11.0,1958.0,19930,Alaska Airlines Inc.,3,3,2024,1
42.0,19.0,3382.0,19930,Alaska Airlines Inc.,3,3,2024,3
42.0,21.0,3738.0,19930,Alaska Airlines Inc.,3,3,2024,1
42.0,26.0,4628.0,19930,Alaska Airlines Inc.,3,3,2024,4
93.0,83.0,13215.0,19930,Alaska Airlines Inc.,3,3,2024,2
64.0,58.0,10324.0,19930,Alaska Airlines Inc.,3,3,2024,4
31.0,1.0,178.0,19930,Alaska Airlines Inc.,3,3,2024,1
92.0,46.0,8188.0,19930,Alaska Airlines Inc.,3,3,2024,3
15.0,9.0,1602.0,19930,Alaska Airlines Inc.,3,3,2024,3
90.0,86.0,10664.0,19930,Alaska Airlines Inc.,3,3,2024,4
15.0,14.0,2226.0,19930,Alaska Airlines Inc.,3,3,2024,2
64.0,59.0,9393.0,19930,Alaska Airlines Inc.,3,3,2024,3
15.0,11.0,1364.0,19930,Alaska Airlines Inc.,3,3,2024,4
15.0,10.0,1780.0,19930,Alaska Airlines Inc.,3,3,2024,1
15.0,10.0,1780.0,19930,Alaska Airlines Inc.,3,3,2024,1
15.0,10.0,1780.0,19930,Alaska Airlines Inc.,3,3,2024,1
15.0,10.0,1590.0,19930,Alaska Airlines Inc.,3,3,2024,1
15.0,9.0,1602.0,19930,Alaska Airlines Inc.,3,3,2024,3
31.0,3.0,534.0,19930,Alaska Airlines Inc.,3,3,2024,1
15.0,14.0,2229.0,19930,Alaska Airlines Inc.,3,3,2024,3
15.0,14.0,2226.0,19930,Alaska Airlines Inc.,3,3,2024,1
14.0,10.0,1780.0,19930,Alaska Airlines Inc.,3,3,2024,2
14.0,11.0,1364.0,19930,Alaska Airlines Inc.,3,3,2024,2
14.0,11.0,1752.0,19930,Alaska Airlines Inc.,3,3,2024,4
14.0,11.0,1958.0,19930,Alaska Airlines Inc.,3,3,2024,4
43.0,40.0,7120.0,19930,Alaska Airlines Inc.,3,3,2024,3
15.0,14.0,2229.0,19930,Alaska Airlines Inc.,3,3,2024,1
43.0,40.0,6363.0,19930,Alaska Airlines Inc.,3,3,2024,4
14.0,11.0,1958.0,19930,Alaska Airlines Inc.,3,3,2024,3
43.0,39.0,6942.0,19930,Alaska Airlines Inc.,3,3,2024,4
20.0,18.0,2865.0,19930,Alaska Airlines Inc.,3,3,2024,4
14.0,11.0,1958.0,19930,Alaska Airlines Inc.,3,3,2024,2
43.0,39.0,6204.0,19930,Alaska Airlines Inc.,3,3,2024,3
20.0,18.0,3204.0,19930,Alaska Airlines Inc.,3,3,2024,2
20.0,18.0,3204.0,19930,Alaska Airlines Inc.,3,3,2024,2
43.0,41.0,6528.0,19930,Alaska Airlines Inc.,3,3,2024,4
43.0,38.0,4712.0,19930,Alaska Airlines Inc.,3,3,2024,1
14.0,10.0,1780.0,19930,Alaska Airlines Inc.,3,3,2024,1
14.0,12.0,1488.0,19930,Alaska Airlines Inc.,3,3,2024,3
15.0,14.0,2232.0,19930,Alaska Airlines Inc.,3,3,2024,4
14.0,10.0,1780.0,19930,Alaska Airlines Inc.,3,3,2024,4
24.0,20.0,3560.0,19930,Alaska Airlines Inc.,3,3,2024,2
24.0,20.0,3560.0,19930,Alaska Airlines Inc.,3,3,2024,4
24.0,20.0,3560.0,19930,Alaska Airlines Inc.,3,3,2024,4
19.0,17.0,2108.0,19930,Alaska Airlines Inc.,3,3,2024,3
24.0,21.0,2604.0,19930,Alaska Airlines Inc.,3,3,2024,2
39.0,38.0,6764.0,19930,Alaska Airlines Inc.,3,3,2024,3
24.0,21.0,2604.0,19930,Alaska Airlines Inc.,3,3,2024,3
24.0,21.0,2604.0,19930,Alaska Airlines Inc.,3,3,2024,3
35.0,32.0,5097.0,19930,Alaska Airlines Inc.,3,3,2024,4
